"CODE INTERVENTION","No DESIGNATION","No INTERVENTION","COMMENTAIRE DE SIG","CENTRE","ZONE","REFINT","ETATPIDICOMP","DTPASSPIDICOMP","HEUREPASSPIDICOMP","DTETATPIDICOMP","HEURETATPIDICOMP","DTPREMPLG","HRPREMPLG","FTTH_IMM_OP","FTTH_TYPE_RAC","FTTH_TYPE_SITE","FTTH_ADDUCTABILITE","LIBMATFTTH","REMMATFTTH","REFOCEANE","DISPOSITIF_SPX"
"IQPFTH","299174867","22765594","","ROM","2","46991231","TA","4/13/2023","20:50","4/13/2023","20:50","5/26/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","297706453","22828118","","PLM","4","47298567","","","","","","6/2/2023","8:00","","","","","","","",""
"IQPFTH","223449782","22787124","","GUH","9","47093680","TA","4/20/2023","10:45","4/20/2023","10:45","5/22/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Deja detenu","",""
"IQCFTH","299221490","22839294","","SUD","615","47356379","TA","5/12/2023","14:45","5/12/2023","14:45","5/17/2023","13:00","FT","quadri-fibre","Immeuble","","","","",""
"IQPFTH","296614428","22839576","","PHN","17","47358329","TA","5/13/2023","8:05","5/13/2023","8:05","5/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD\DECODEUR_1:second Decodeur TV UHD\LIVEBOX:Livebox 6","Deja detenu\Livraison a domicile\Livraison a domicile","",""
"IQPFTH","297892995","22829623","","PQN","0","47307108","TA","5/10/2023","8:05","5/10/2023","8:05","5/19/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","223371061","22776330","","CBG","11","47042463","TA\TC\TR","23/04/2023\09/05/2023\11/05/2023","11:01\12:43\10:15","23/04/2023\09/05/2023\11/05/2023","11:01\12:43\10:15","5/10/2023","15:30","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","298098454","22763562","","QPL","6","46982708","TA\TC\TR\TR","11/04/2023\20/04/2023\21/04/2023\21/04/2023","08:05\19:38\11:14\11:38","11/04/2023\20/04/2023\21/04/2023\21/04/2023","08:05\19:38\11:14\11:38","4/21/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD\LIVEBOX:Livebox 6","Remis au client\Remis au client","",""
"IQPFTH","296313039","22828123","","HAL","12","47298578","TA","5/10/2023","9:50","5/10/2023","9:50","5/30/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison a domicile","",""
"IQPFTH","223372733","22737166","","CGN","18","46854655","TA\TC\TR","01/04/2023\13/04/2023\14/04/2023","08:06\13:07\15:42","01/04/2023\13/04/2023\14/04/2023","08:06\13:07\15:42","4/13/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296657066","22804036","","PHN","9","47179061","TA","4/28/2023","8:06","4/28/2023","8:06","5/17/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","297070215","22760350","","PTY","27","46965636","TA","4/13/2023","8:05","4/13/2023","8:05","4/27/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298078278","22829626","","PRI","4","47307116","TA","5/10/2023","10:50","5/10/2023","10:50","5/19/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","297706549","22793508","","MLT","2","47127841","TA","4/26/2023","8:06","4/26/2023","8:06","5/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQLFTH","297897697","22759971","","POR","0","46963668","TA\TC\TR\TC","08/04/2023\17/04/2023\18/04/2023\12/05/2023","08:05\16:42\09:47\10:08","08/04/2023\17/04/2023\18/04/2023\12/05/2023","08:05\16:42\09:47\10:08","4/18/2023","10:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQLFTH","297086416","22791362","","PTY","20","47117334","TA\TC","21/04/2023\13/05/2023","16:46\09:02","21/04/2023\13/05/2023","16:46\09:02","5/3/2023","10:00","THDB","mono-fibre","Immeuble","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","298196104","22812392","","TGC","4","47221752","TA","4/30/2023","8:05","4/30/2023","8:05","5/23/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Remis au client","",""
"IQPFTH","296310965","22813907","","PEJ","0","47230290","TA","5/5/2023","16:46","5/5/2023","16:46","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","297080647","22748073","","PTY","4","46905884","TA\TC\TR\TR","13/04/2023\28/04/2023\02/05/2023\05/05/2023","08:05\15:02\16:39\15:54","13/04/2023\28/04/2023\02/05/2023\05/05/2023","08:05\15:02\16:39\15:54","5/2/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQLFTH","298476005","22648095","","LDN","0","46400231","TA","2/24/2023","8:05","2/24/2023","8:05","3/6/2023","13:00","THDB","mono-fibre","Immeuble","1 - aise","DECODEUR_1:Decodeur TV UHD","Remis au client","",""
"IQPFTH","296479198","22800477","","SVL","0","47161997","TA","4/26/2023","8:06","4/26/2023","8:06","5/19/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","299006089","22796913","","CGN","51","47144924","TA","4/25/2023","10:50","4/25/2023","10:50","5/15/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","297222620","22689600","","MTF","13","46615631","TA","3/14/2023","11:51","3/14/2023","11:51","6/2/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296254235","22717633","","CAD","1","45087510","TA","3/22/2023","17:46","3/22/2023","17:46","5/15/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","296612410","22833156","","EQY","6","47324206","TA","5/12/2023","8:06","5/12/2023","8:06","5/26/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296948269","22776340","","QIN","7","47042485","TA","4/18/2023","10:46","4/18/2023","10:46","5/24/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","297787055","22826449","","PVR","0","47290060","TA","5/10/2023","17:48","5/10/2023","17:48","5/25/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:second Decodeur TV UHD\DECODEUR_1:Decodeur TV UHD","Deja detenu\Deja detenu","",""
"IQSFTH","297449293","22839373","","VSP","107","47357051","TA","5/12/2023","14:45","5/12/2023","14:45","5/24/2023","13:00","FT","mono-fibre","Immeuble","","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","297051865","22769277","","PLL","13","47008342","TA\TC\TR\TR","14/04/2023\02/05/2023\03/05/2023\12/05/2023","08:05\16:50\16:27\14:24","14/04/2023\02/05/2023\03/05/2023\12/05/2023","08:05\16:50\16:27\14:24","5/3/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQCFTH","298521371","22834699","","PGF","0","47330800","TA","5/11/2023","8:05","5/11/2023","8:05","5/16/2023","15:30","FT","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","298197019","22833159","","TGC","4","47324213","","","","","","5/17/2023","13:00","","","","","","","",""
"IQPFTH","223631808","22813909","","RE7","58","47230306","TA","5/3/2023","6:50","5/3/2023","6:50","5/19/2023","13:30","FIBRE44 (FI44)","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296132793","22822912","","CAC","0","47272992","TA\TC","06/05/2023\13/05/2023","15:45\10:11","06/05/2023\13/05/2023","15:45\10:11","5/15/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQSFTH","297780492","22817196","","LTL","21","47246080","TA","5/11/2023","18:50","5/11/2023","18:50","6/5/2023","13:00","FT","mono-fibre","Immeuble","","","","",""
"IQPFTH","296363993","22833160","","LNC","10","47324219","TA","5/12/2023","8:06","5/12/2023","8:06","5/16/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","297705233","22787127","","MLT","4","47093721","TA","4/20/2023","13:50","4/20/2023","13:50","5/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQSFTH","299341084","22829394","","HRE","0","47305841","TA","5/12/2023","8:06","5/12/2023","8:06","5/19/2023","8:00","SFR FTTH (SFOR)","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 4","Deja detenu","",""
"IQPFTH","296610876","22767190","","LAN","4","46999816","TA\TC\TR\TR","04/05/2023\11/05/2023\12/05/2023\12/05/2023","08:07\15:48\16:32\16:41","04/05/2023\11/05/2023\12/05/2023\12/05/2023","08:07\15:48\16:32\16:41","5/12/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298076132","22829632","","BRN","771","47307149","TA","5/8/2023","17:47","5/8/2023","17:47","5/16/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur Livebox Play TV","Deja detenu","",""
"IQPFTH","299006778","22819468","","CGN","51","47255928","TA","5/5/2023","8:05","5/5/2023","8:05","5/31/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","298521904","22839582","","PEU","0","47358372","TA","5/13/2023","11:50","5/13/2023","11:50","5/19/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","299173283","22836186","","BIL","2","47341299","","","","","","6/16/2023","13:00","","","","","","","",""
"IQLFTH","297084112","22793218","","PTY","4","47125904","TA\TC\TR\TR\TR","25/04/2023\27/04/2023\28/04/2023\05/05/2023\12/05/2023","08:05\11:47\11:50\15:20\12:31","25/04/2023\27/04/2023\28/04/2023\05/05/2023\12/05/2023","08:05\11:47\11:50\15:20\12:31","4/28/2023","8:00","THDB","mono-fibre","Immeuble","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296464236","22802328","","CAC","0","47170561","TA","4/28/2023","8:06","4/28/2023","8:06","5/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur Livebox Play TV","Livraison a domicile\Deja detenu","",""
"IQPFTH","297499672","22831797","","CPO","0","47315690","TA","5/11/2023","8:08","5/11/2023","8:08","5/25/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","297787063","22828127","","PVR","8","47298620","TA","5/10/2023","11:50","5/10/2023","11:50","5/25/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","296672322","22835025","","MDC","0","47332769","TA","5/12/2023","12:51","5/12/2023","12:51","5/23/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQCFTH","297787479","22832856","","HEN","3","47322282","TA\TC","09/05/2023\13/05/2023","19:45\09:43","09/05/2023\13/05/2023","19:45\09:43","5/15/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQLFTH","296461479","22823981","","CAV","0","47279577","TA","5/6/2023","8:08","5/6/2023","8:08","5/16/2023","10:00","THDB","mono-fibre","Immeuble","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQLFTH","298903394","22817097","","PML","0","47245431","TA\TC\TR","02/05/2023\09/05/2023\10/05/2023","17:45\16:47\15:29","02/05/2023\09/05/2023\10/05/2023","17:45\16:47\15:29","5/10/2023","13:00","FT","mono-fibre","Immeuble","","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","299171192","22769288","","ROM","2","47008367","TA\TC\TR\TR","14/04/2023\04/05/2023\04/05/2023\05/05/2023","09:51\10:01\15:37\09:09","14/04/2023\04/05/2023\04/05/2023\05/05/2023","09:51\10:01\15:37\09:09","5/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","298440386","22828129","","LES","5","47298627","TA","5/10/2023","9:50","5/10/2023","9:50","5/16/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","297498936","22838240","","ROT","0","47349850","TA","5/13/2023","13:50","5/13/2023","13:50","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQLFTH","299003970","22799581","","CGN","51","47160065","TA","4/26/2023","10:45","4/26/2023","10:45","5/17/2023","15:00","THDB","mono-fibre","Immeuble","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296509460","22802331","","HAL","5","47170573","TA\TC\TR","26/04/2023\11/05/2023\13/05/2023","08:08\17:19\08:41","26/04/2023\11/05/2023\13/05/2023","08:08\17:19\08:41","5/12/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","229005993","22796922","","GNO","0","47144963","TA\TC\TR\TR","25/04/2023\03/05/2023\04/05/2023\06/05/2023","08:05\17:40\14:23\09:28","25/04/2023\03/05/2023\04/05/2023\06/05/2023","08:05\17:40\14:23\09:28","5/4/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296334948","22805448","","PHN","0","47187649","TA","4/28/2023","11:51","4/28/2023","11:51","5/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 6","Livraison en point relais","",""
"IQPFTH","299773593","22689608","","HRE","5","46615672","TA","3/11/2023","19:46","3/11/2023","19:46","4/28/2023","13:00","SFR FTTH (SFOR)","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296463448","22831801","","PRT","2","47315707","TA","5/12/2023","8:06","5/12/2023","8:06","5/17/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQCFTH","298810629","22829285","","CAR","0","47305220","TA\TC","10/05/2023\12/05/2023","08:05\17:29","10/05/2023\12/05/2023","08:05\17:29","5/15/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD\LIVEBOX:Livebox 5","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","298935188","22819470","","KOF","0","47255949","TA","5/5/2023","8:06","5/5/2023","8:06","6/23/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur Livebox Play TV","Deja detenu","",""
"IQPFTH","297490389","22833163","","CPO","0","47324245","TA","5/12/2023","8:06","5/12/2023","8:06","5/22/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Deja detenu","",""
"IQPFTH","298195871","22805450","","LER","1","47187654","TA","4/28/2023","18:55","4/28/2023","18:55","5/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison a domicile","",""
"IQCFTH","297781990","22829286","","INZ","0","47305225","TA","5/10/2023","8:05","5/10/2023","8:05","5/17/2023","10:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","298907929","22818428","","CON","25","46871789","TA","5/3/2023","10:45","5/3/2023","10:45","5/22/2023","8:00","SFR FTTH (SFOR)","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298937225","22815636","","KOF","1","47238881","TA","5/4/2023","11:52","5/4/2023","11:52","6/15/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","296461545","22820918","","PNG","0","47264496","TA","5/5/2023","8:06","5/5/2023","8:06","5/27/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296501860","22800485","","HAL","0","47162057","TA","4/26/2023","8:06","4/26/2023","8:06","5/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Deja detenu","",""
"IQPFTH","299001172","22808898","","CGN","54","47204743","TA","4/29/2023","8:05","4/29/2023","8:05","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","298196327","22822921","","LER","1","47273040","TA","5/6/2023","12:50","5/6/2023","12:50","6/30/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","299778314","22817410","","SGS","1","47247432","TA\TC","04/05/2023\12/05/2023","08:05\15:59","04/05/2023\12/05/2023","08:05\15:59","5/15/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:second Decodeur TV UHD\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu\Livraison en point relais","",""
"IQPFTH","296130345","22798617","","CAC","3","47153525","TA","4/28/2023","8:06","4/28/2023","8:06","6/6/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","299176423","22835032","","BIL","1","47332804","","","","","","6/13/2023","8:00","","","","","","","",""
"IQPFTH","298934884","22802265","","HUE","0","46803510","TA\TC\TR","25/04/2023\11/05/2023\12/05/2023","15:45\17:10\10:23","25/04/2023\11/05/2023\12/05/2023","15:45\17:10\10:23","5/12/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296371597","22815637","","LPV","0","47238898","TA","5/4/2023","8:05","5/4/2023","8:05","5/23/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:second Decodeur TV UHD\DECODEUR_1:Decodeur TV UHD","Deja detenu\Deja detenu","",""
"IQPFTH","297486937","22821587","","STN","6","46615697","TA","5/4/2023","9:50","5/4/2023","9:50","6/9/2023","13:00","VANNES AGGLO NUMERIQUE (REVA)","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQSFTH","223467620","22836029","","CDF","4","47340039","","","","","","5/16/2023","13:30","","","","","","","",""
